sentence	question	label
S0: This clade is thought to be a sister group of another large clade called Lepidosauromorpha (incl. So, a clade is one way of classifying organisms.	Is S0 true or false?	1
S0: Slowed the rhythm and pace of the show. So, human evolution shows that evolutionary changes typically occur at a slow pace.	Is S0 true or false?	1
S0: Higher plants are characterized by a double fertilization of the female gametophyte. So, the embryo develops in a plant inside the female plant after fertilization.	Is S0 true or false?	1
S0: Like other cold blooded animals, common garter snakes use thermoregulation to control their body temperature. So, thermoregulation is the process when animals maintain an internal temperature.	Is S0 true or false?	0
S0: Complex machines are merely combinations of two or more simple machines. So, a complex machine is described by: it is made of more than one simple machine.	Is S0 true or false?	0
S0: Each DNA molecule consists of two twisted strands of nucleotides and each strand contains many genes. So, dna consists of two long chains of nucleotides.	Is S0 true or false?	0
S0: Pure water has a pH of 7, neutral on the pH scale. So, 7 is the ph of pure water.	Is S0 true or false?	0
S0: Carnivores are those organisms that feed on herbivores and other animals. So, you call an animal that feeds on other animals a(n) carnivore.	Is S0 true or false?	0
S0: The vaccine is given as a subcutaneous injection in the upper arm. So, vaccine is a preventative measure that is often delivered by injection into the arm.	Is S0 true or false?	0
S0: A neutron star forms when a massive star's iron core collapses and triggers a supernova explosion. So, neutron stars are the corpses of left over supernova explosions.	Is S0 true or false?	0
S0: They form the headwaters for the Delta River. So, delta is a triangular feature that is formed when a river empties into a large body of still water.	Is S0 true or false?	1
S0: A raptor is a bird that hunts other animals. So, the term raptors is used to describe birds that hunt, eat mammals, and other birds.	Is S0 true or false?	0
S0: To maintain good health, regular exercise is required. So, exercising regularly is a good health habit.	Is S0 true or false?	0
S0: The longest technical word in English is the scientific name for the protein titin, at 189,819 letters. So, the largest known proteins are called titins.	Is S0 true or false?	1
S0: Organism Any individual living thing, whether animal or plant. So, individual is the term for an organism, or single living thing.	Is S0 true or false?	0
S0: Intensity of distributed forces called shear stress , denoted by . So, the force applied to an object is called stress.	Is S0 true or false?	1
S0: Some types of parasites are tapeworms, giardia, protozoa, flukes, roundworms, whipworms, hookworms, and pinworms. So, a hookworm is classified as a parasite.	Is S0 true or false?	0
S0: PCP can also affect some types of opioid receptors in the brain. So, addiction affects the dopamine receptors within the brain.	Is S0 true or false?	1
S0: The dropping point is an indication of the chemical and crystalline nature of the solid fat. So, the majority of solids are crystalline in nature.	Is S0 true or false?	1
S0: A perfect conductor is called a superconductor, it has zero resistance. So, superconductors are materials with a resistivity of zero.	Is S0 true or false?	0
S0: Helium is now known to be the second most abundant element ( after Hydrogen ) in the Universe. So, the element hydrogen is the most abundant in the universe.	Is S0 true or false?	0
S0: The greatest concentration of species is in the tropics, and in particular the Amazon Basin. So, some of the greatest concentrations of species are found in the tropics.	Is S0 true or false?	0
S0: 5.1.8 Mercury Elemental mercury is a metallic element that is liquid at room temperature. So, mercury is the one metal that melts below room temperature.	Is S0 true or false?	0
S0: Fronts A weather front is a boundary between two distinct air masses. So, in weather terms, the boundary between two air masses is called front.	Is S0 true or false?	0
S0: evaporation ---process by which water is changed from a liquid into a vapor. So, when liquid water changes to water vapor it is called evaporation.	Is S0 true or false?	0
S0: Proteins and carbohydrates each contribute four calories per gram, and fat contributes nine calories per gram to our energy needs. So, one gram of carbohydrates provides four calories of energy.	Is S0 true or false?	0
S0: The role of an organism in nutrient and energy flow within an ecosystem (e.g., herbivore, carnivore, decomposer). So, a(n) carnivore is at the top of the energy pyramid.	Is S0 true or false?	1
S0: SOLID State of matter with a definite volume and definite shape. So, solid takes neither the shape nor the volume of its container.	Is S0 true or false?	0
S0: Our home sauna is of course wood-fired,and propane, as you know, can be useful in some circumstances. So, instead of wood, some fireplaces use propane.	Is S0 true or false?	1
S0: All the matter in the universe is composed of basic substances called elements . So, elements are pure substances that make up all matter.	Is S0 true or false?	0
S0: a product is substance formed by reaction. So, substances produced by a reaction are known as products.	Is S0 true or false?	0
S0: Carotid arteries supply blood to the brain and neck. So, the carotid artery takes blood to the brain.	Is S0 true or false?	0
S0: Oxidizer-- Is a substance that gives up oxygen easily to stimulate combustion of organic material. So, combustion reaction occurs when a substance reacts quickly with oxygen.	Is S0 true or false?	1
S0: It is the sun's gravity that keeps the Earth in its orbit. So, gravity attracts the earth to the sun.	Is S0 true or false?	0
S0: These fats are solid at room temperature. So, most metals exist as solids at room temperature.	Is S0 true or false?	1
S0: Sandy soils drain quickly and do not become water logged. So, this statement best describes sandy soils: sandy soils allow water to drain quickly.	Is S0 true or false?	0
S0: The definition of work is the force times the distance. So, force times distance is the equation for work.	Is S0 true or false?	0
S0: Most of digestion and absorption occur in the small intestine. So, most of the digestion reactions occur in the small intestine.	Is S0 true or false?	0
S0: For Exocytosis protein is moved out of the cell. So, the reverse process of moving material into a cell is the process of exocytosis.	Is S0 true or false?	0
S0: Yet, there are about 300 types of parasites thriving in America today, including pinworms, tapeworms, hookworms, ringworm's, whipworms roundworrns and microscopic parasites. So, a hookworm is classified as a parasite.	Is S0 true or false?	0
S0: This is why long wavelength light is called a radio wave.) So, light with the longest wavelengths is called infrared light.	Is S0 true or false?	1
S0: The carbon-containing molecules that make up living things are called organic compounds . So, living organisms are comprised of organic compounds, which are molecules built around carbon.	Is S0 true or false?	0
S0: Organization and type. So, roundworms exemplify organ-level organization, where two or more types of tissues work together to perform a particular function as an organ.	Is S0 true or false?	1
S0: Sexual Reproduction in Flowering Plants So, a method of sexual reproduction that occurs in plants can be described as seeds are produced from the flower of the plant.	Is S0 true or false?	1
S0: This extended that testing to 200 and 300 meters. So, the photic zone extends 200 meters deep.	Is S0 true or false?	1
S0: We are faced with the problems of toxic waste dumping and other types of environmental pollution; So, the love canal tragedy was an infamous example of industrial waste dumping.	Is S0 true or false?	1
S0: Photosynthesis uses energy from the sun, water, and Carbon Dioxide to make food, in the form of a sugar called glucose. So, photosynthesis converts carbon dioxide and water into glucose.	Is S0 true or false?	0
S0: The circulatory system is the body system that brings blood to the body. So, hormones generally travel through the circulatory system system of the body.	Is S0 true or false?	1
S0: The cycle is then repeated, providing a never ending supply of fertiliser. So, the water cycle ends with it repeats itself.	Is S0 true or false?	1
S0: more loosely, many carbon-based compounds that also contain other elements. So, compounds containing the element carbon are the basis of all known life.	Is S0 true or false?	1
S0: necrosis of surrounding bone tissue. So, bones are made up of tissues.	Is S0 true or false?	1
S0: One human cell normally consists of 46 chromosomes. So, other than gametes, normal human cells have a total of 46 chromosomes per cell.	Is S0 true or false?	0
S0: Sunlight Sunlight does not cause skin cancer. So, sunlight is the leading cause of skin cancer.	Is S0 true or false?	1
S0: The endocrine system includes several glands that produce hormones. So, most hormones are produced by the endocrine system.	Is S0 true or false?	0
S0: Nucleus The nucleus is the central core of an atom, in which the neutrons and protons reside. So, protons and neutrons are located in the central nucleus.	Is S0 true or false?	0
S0: Angiosperms are also known as flowering plants because they produce flowers in which seeds are produced and in which they develop. So, angiosperms is the term for flowering seed plants.	Is S0 true or false?	0
S0: Being in shape physically can prevent injury from occurring or recovery from an injury a lot quicker. So, injuries can be prevented by getting proper rest and recovery.	Is S0 true or false?	1
S0: Haumea has eight other confirmed family members. So, haumea is part of the a collisional family.	Is S0 true or false?	1
S0: The electrons orbit the nucleus of the atom. So, the electron released during beta decay is not an orbital electron but an electron whose origin was in the nucleus.	Is S0 true or false?	1
S0: Carbohydrates turn into glucose, and we need glucose in our cells for energy. So, all cells need glucose for energy.	Is S0 true or false?	0
S0: When truncation is permitted, uppercase letters represent the shortest acceptable version of the operand. So, when represented by a single letter, dominant alleles are represented by uppercase letters.	Is S0 true or false?	1
S0: Impulse is change in momentum due to collision. So, change in momentum in an object is equivalent to impulse .	Is S0 true or false?	0
S0: Such babies have no cerebrum or cerebellum but they do have a brain stem. So, the cerebellum of the brain lies under the cerebrum and behind the brain stem.	Is S0 true or false?	1
S0: Mountain stream salamander So, streams often start in mountains.	Is S0 true or false?	1
S0: Oceanic crust is 7-10 km thick, while continental crust is 35-70 km thick. So, the earth's continental crust, on average, is 35 kilometers thick.	Is S0 true or false?	0
S0: Coal is one of the primary energy sources. So, coal is nonrenewable, and the sun is renewable is how coal and the sun compare as sources of energy.	Is S0 true or false?	1
S0: Outer layers of sapwood of affected branches have brown streaks . So, the newest, outer layers of secondary xylem are called sapwood.	Is S0 true or false?	1
S0: This mixture of copper and zinc forms the alloy commonly known as brass . So, brass alloy is made from copper and zinc.	Is S0 true or false?	0
S0: Day The measurement of a day is the time it takes a planet to rotate once on its axis. So, earth rotates on its axis once times in one day.	Is S0 true or false?	0
S0: Geochemistry of precipitation, rivers, lakes, groundwater, and oceans; So, groundwater primarily comes from precipitation.	Is S0 true or false?	1
S0: Binary compounds are composed of two elements only. So, a binary molecular compound is made up of two elements.	Is S0 true or false?	0
S0: Similarly, courts have limited the authority of parents to secure medical intervention for the child. So, children resemble their parents because they have similar dna.	Is S0 true or false?	1
S0: The density of an object is the amount of matter packed into the space that object fills. So, density describes how much matter is in a certain amount of space.	Is S0 true or false?	0
S0: As indicated earlier, some of these substances are beneficial nutrients that help living things grow. So, using nutrients and growing are common to all living things.	Is S0 true or false?	1
S0: This planet is now out of sight, way beyond Pluto.) So, pluto is now called dwarf planet.	Is S0 true or false?	1
S0: The sun goes through an 11 year sunspot cycle. So, sunspots occur in a 11 year cycle.	Is S0 true or false?	0
S0: Physiological and chemical roles of proteins, lipids, carbohydrates, minerals, vitamins, and water in the functioning of the human body. So, lipids play several important roles in the human body.	Is S0 true or false?	1
S0: The horse reproduces sexually. So, reptiles typically reproduce sexually.	Is S0 true or false?	1
S0: The remains of the central star collapses to become a white dwarf star. So, when the helium is gone, the stars become white dwarfs.	Is S0 true or false?	1
S0: Composed of the heart, blood vessels, lymphatic vessels, lymph, and the blood. So, lymph vessels are like blood vessels, except they move lymph instead of blood.	Is S0 true or false?	1
S0: Sliding friction, in contrast to static friction. So, sliding friction is friction that acts on objects when they are sliding over a surface.	Is S0 true or false?	1
S0: Evaporation is the changing of liquid water to invisible water vapor. So, evaporation is responsible for changing liquid water into water vapor.	Is S0 true or false?	0
S0: Sun directly overhead on equator at two times of year, the March and September equinoxes . So, the sun is directly over the equator during.	Is S0 true or false?	0
S0: cytokinesis The division of the cytoplasm during cell division. So, the cytoplasm is divided during cytokinesis.	Is S0 true or false?	0
S0: Eukaryota consists of all eukaryotes, from single-celled protists to humans. So, protists are thought to be the oldest eukaryotes.	Is S0 true or false?	1
S0: White blood cells are called leukocytes . So, leukocytes blood cells are white.	Is S0 true or false?	0
S0: Roles of interplant movement, acoustic communication, and phototaxis in mate-location behavior of the leafhopper Graminella nigrifrons. So, phototaxis is the term for movement toward light.	Is S0 true or false?	1
S0: The ancestor of tetrapods evolved four limbs, and its descendents have inherited that feature-so the presence of four limbs is a homology. So, birds have four limbs.	Is S0 true or false?	1
S0: The sun is in the center of the solar system; the earth and other planets move around the sun. So, the sun is considered the center of the solar system.	Is S0 true or false?	0
S0: Air pollution also affects ecosystems worldwide by causing acid rain, ozone depletion, and global warming. So, air pollution causes acid rain, ozone depletion, and global warming.	Is S0 true or false?	0
S0: The surface temperature of Venus is around 890 degrees F, the hottest average temperature in the Solar System. So, venus has a warmer average surface temperature than earth.	Is S0 true or false?	0
S0: For power and heating, use woodstoves, fireplaces, kerosene heaters, outdoor charcoal or propane grills, propane refrigerators, and best of all solar energy. So, instead of wood, some fireplaces use propane.	Is S0 true or false?	1
S0: In physics jargon, weight is the force of gravity acting on mass. So, weight is the force of gravity.	Is S0 true or false?	0
S0: Its cells are motile and possess one subterminal sheathed flagellum at each end. So, in humans, the sperm cell is the only cell with the flagella structure that enables motility.	Is S0 true or false?	1
S0: The parasites can be found in all types of animals (both vertebrates and invertebrates) and in plants. So, nematodes can be a parasite of both.	Is S0 true or false?	1
S0: IMPRINT Rock Springs, Wyo., The Office. So, a mold is an imprint of an organism left in rock.	Is S0 true or false?	1
S0: plant and animal cells contain many thousands of different genes, and typically have two copies of every gene. So, a single human body cell typically contains thousands of genes.	Is S0 true or false?	1
S0: Trichomoniasis Trichomoniasis is caused by a protozoan parasite called Trichomonas vaginalis . So, trichomoniasis is cause by a protozoa.	Is S0 true or false?	0
S0: There are three types of connective tissue. So, modern plants have three types of major tissues.	Is S0 true or false?	1
S0: It is made by reacting sulfur trioxide with sulfuric acid to produce oleum. So, sulfur can combine with oxygen to produce sulfur trioxide.	Is S0 true or false?	1
S0: Earthquakes away from plate boundaries. So, the vast majority of earthquake occurs along one of three types of plate boundaries.	Is S0 true or false?	1
S0: The solution to the equation is known as the net filtration or net fluid movement ("J""v"). So, filtration is the movement of fluid out of the capillaries.	Is S0 true or false?	1
S0: Gastrointestinal tract (GI tract) The entire digestive canal from mouth to anus. So, the term gastrointestinal tract describes the long tube that connects the mouth to the anus.	Is S0 true or false?	0
S0: Archimedes discovered the laws of the lever and the pulley. So, archimedes' law explains why a ship weighing thousands of metric tons floats on water.	Is S0 true or false?	1
S0: There are two high tides and two low tides each day. So, two low and high tides occur per day.	Is S0 true or false?	0
S0: it is filled with very low density gas and dust. So, gases have the lowest density.	Is S0 true or false?	1
S0: Often prokaryotes are all called bacteria, however some prokaryotes are not bacteria but archaea. So, bacteria and archaea are examples of prokaryotes.	Is S0 true or false?	0
S0: The speed of sound depends on the medium that the waves pass through, and is a fundamental property of the material. So, the speed of sound depends on medium.	Is S0 true or false?	0
S0: This section describes the role of the States in the revised storm water program. So, hail during a storm describes water in a solid state.	Is S0 true or false?	1
S0: A genome is a person's entire set of genes. So, a(n) genome is considered to be a person's entire genetic information.	Is S0 true or false?	0
S0: Capitalize when used before the person's name; So, if a unit is named after a person it needs to be capitalized.	Is S0 true or false?	1
S0: They are found in the dermis layer of the skin. So, the dermis contains most of the structures found in skin.	Is S0 true or false?	1
S0: Because the ball accelerates in the direction of the force, it accelerates centripetally. So, centripetal force is the force that causes centripetal acceleration.	Is S0 true or false?	1
S0: vibrational motion, conservative forces, inertial and non-inertial frames, central-force motions, rigid bodies, and rotational dynamics are studied. So, dynamics is the study of how forces affect the motion of objects.	Is S0 true or false?	1
S0: Minerals are natural inorganic solid materials of the Earth arranged in a crystalline structure. So, the majority of solids are crystalline in nature.	Is S0 true or false?	1
S0: A human normally has 23 pairs of chromosomes. So, humans typically have 23 pairs pairs of chromosomes.	Is S0 true or false?	0
S0: Today, motor vehicles are the primary air polluter. So, primary pollutants enter the air directly.	Is S0 true or false?	1
S0: An ion results when a neutral atom gains or loses one or more electrons. So, when an atom gains or loses an electron it becames a(n) ion.	Is S0 true or false?	0
S0: Modern humans belong to the species Homo sapiens . So, humans belong to the species homo sapiens.	Is S0 true or false?	0
S0: Both parasites can originate from human and animal wastes. So, nematodes can be a parasite of both.	Is S0 true or false?	1
S0: PLANT patents pertain to the development of new plant characteristics produced by asexual reproduction. So, trees send out rootlike extensions that produce new stems is an example of asexual reproduction.	Is S0 true or false?	1
S0: Skeletal and cardiac muscle fibers have a characteristic striated appearance (longitudinal section). So, like skeletal muscle, cardiac muscle is striated.	Is S0 true or false?	0
S0: The source of natural acid for rock weathering is dissolved carbon dioxide in water. So, carbon dioxide chemically weather rocks by creating acids.	Is S0 true or false?	0
S0: Ionic bonds are made between metal (ion) and nonmetal (monatomic anion) and oxyanion. So, ionic bonds between two atoms require one metal and one nonmetal.	Is S0 true or false?	0
S0: Neutrons are particles with no, or neutral, charge. So, a neutron has neutral or no charge.	Is S0 true or false?	0
S0: So gas has no fixed volume or shape and it conforms to the shape of its container. So, a gas assumes the shape of its container.	Is S0 true or false?	0
S0: Tsunamis are caused by an underwater disturbance usually an undersea earthquake. So, a(n) underwater earthquake creates a tsunami.	Is S0 true or false?	0
S0: Ganymede is the largest moon in the solar system, larger than the planets Mercury and Pluto. So, mercury is the smallest planet in our solar system.	Is S0 true or false?	1
S0: Rivers that cross the Fall Line have a series of rapids and waterfalls. So, iguassu falls is the largest waterfall on the planet.	Is S0 true or false?	1
S0: Atomic structure and trends and covalent bonding. So, a covalent network solid is a compound in which all of the atoms are connected to one another by covalent bonds.	Is S0 true or false?	1
S0: Others, particularly Robert Remak (1815-1865), recognized that cells arose from preexisting cells by a process of binary fission. So, cells come from preexisting cells.	Is S0 true or false?	0
S0: Apart from their size what they all have in common is that they are all desperate. So, all cells have the small size in common.	Is S0 true or false?	1
S0: There have been five major mass extinctions in Earth's history. So, there have been five major massive extinctions since life began on earth.	Is S0 true or false?	0
S0: Insect Reproduction Nearly all insects reproduce sexually. So, all vertebrates reproduce sexually.	Is S0 true or false?	1
S0: MANTLE The middle layer of a planet located between the crust, or surface, and the core. So, the mantle layer of earth is located just below the crust.	Is S0 true or false?	0
S0: Solar, wind, hydroelectric, geothermal and biomass electricity generation are example of renewable energy sources. So, biomass is an example of a renewable energy resource.	Is S0 true or false?	0
S0: The Sun's gravity on the Earth, which is not the case. So, gravity attracts the earth to the sun.	Is S0 true or false?	1
S0: Water is a molecule that consists of one oxygen atom and two hydrogen atoms. So, 2 hydrogen, 1 oxygen atoms combine to make up a molecule of water.	Is S0 true or false?	0
S0: Pressure is the amount of force acting per unit area. So, pressure is defined in physics as the amount of force pushing against a given area.	Is S0 true or false?	0
S0: Here is an opportunity to observe the variations among a set of multiples. So, multiple fission is more often observed among protists.	Is S0 true or false?	1
S0: Plasma has been called the fourth state of matter after solid, liquid and gas. So, plasma completes the list: solid, liquid, gas.	Is S0 true or false?	0
S0: Hormones travel mostly through circulatory system. So, hormones generally travel through the circulatory system system of the body.	Is S0 true or false?	0
S0: Capillary -- Smallest blood vessels in the body. So, oxygen is transferred through capillaries.	Is S0 true or false?	1
S0: INSTRUCTION: The circulatory system transports materials such as water and oxygen to the body cells and removes waste. So, the main function of the circulatory system is to transport materials.	Is S0 true or false?	0
S0: Plasma is nothing but a state of matter (like solid, liquid or gas) where atoms lose all their electrons. So, plasma completes the list: solid, liquid, gas.	Is S0 true or false?	0
S0: A lymph node is actually part of the immune system. So, each lymph organ has a different job in the immune system.	Is S0 true or false?	0
S0: Repeat cycle. So, the water cycle ends with it repeats itself.	Is S0 true or false?	1
S0: Toxic effects on epithelial cell metabolism and ultrastructure include depressed cellular respiration and glycolysis with lactic acid accumulation; So, glycolysis is the first stage of cellular respiration.	Is S0 true or false?	1
S0: Do as many cycles of four as you wish. So, cells have four cycles.	Is S0 true or false?	1
S0: An atom that gains electrons would be a negative ion. So, atoms that have gained electrons and become negatively charged are called negative ions.	Is S0 true or false?	0
S0: Earth's atmosphere is mainly nitrogen and oxygen. So, oxygen and nitrogen make up most of the earth's atmosphere.	Is S0 true or false?	0
S0: Genes carried on the sex chromosomes are said to be sex-linked. So, sex-linked traits are located on genes on sex chromosomes.	Is S0 true or false?	0
S0: Pedal harps use the mechanical action of pedals to change the pitches of the strings. So, a person uses mechanical energy to pedal a bicycle.	Is S0 true or false?	1
S0: Quantum Mechanics and Atomic Orbitals; So, the specialized study of the motion of objects that are atomic/subatomic in size is called quantum mechanics.	Is S0 true or false?	1
S0: However, in mountainous areas local topography also has a significant effect, with winds tending to blow along well defined valleys. So, local winds blow only over a limited area.	Is S0 true or false?	1
S0: Identify factors, treatments, response variables, and experimental units in an experiment. So, the values of independent variables are controlled by the experimenter over the course of an experiment.	Is S0 true or false?	1
S0: Nonstructural carbohydrates, which include plant sugars and starches, are highly digestible. So, carbohydrates are an important group of biological molecules that includes sugars and starches.	Is S0 true or false?	0
S0: The cell structure is simpler than that of other organisms as there is no nucleus or membrane bound organelles. So, along with other organelles, all eukaryotic cells possess nucleus.	Is S0 true or false?	1
S0: Lunar eclipses occur when the Moon passes through the Earth's shadow. So, when earth’s shadow falls on the moon, the shadow causes a lunar eclipse.	Is S0 true or false?	0
S0: This makes the small beer wort. So, beer brewers add yeast to the wort to to make alcohol.	Is S0 true or false?	1
S0: Migration is the seasonal movement of animals from place to place. So, migration is an evolved, adapted response to resource availability that is the long-range seasonal movement of animals.	Is S0 true or false?	0
S0: However, tornadoes can form any time of the year. So, tornadoes can occur in any.	Is S0 true or false?	0
S0: wavelength The distance between two successive peaks of a wave. So, wavelength is the distance between two corresponding points of adjacent waves called.	Is S0 true or false?	0
S0: The weight is the force of gravity pulling on that mass. So, weight is the term for the measure of the force of gravity pulling down on an object.	Is S0 true or false?	0
S0: Proteins and carbohydrates each contribute four calories per gram, and fat contributes nine calories per gram to our energy needs. So, one gram of proteins provides four calories of energy.	Is S0 true or false?	0
S0: 71% of the Earth's surface is covered by oceans... 97% of the Earth's water is in the oceans... So, most of earth's water is located in oceans	Is S0 true or false?	0
S0: Do not capitalize the names of general persons, places, or things. So, if a unit is named after a person it needs to be capitalized.	Is S0 true or false?	1
S0: The image in your bathroom mirror (a plane mirror) is a virtual image. So, a plane mirror has a flat reflective surface and forms only virtual images.	Is S0 true or false?	0
S0: Five million people die every year from the illness. So, nearly five million people die yearly due to air pollution.	Is S0 true or false?	1
S0: Structural Proteins in Cell Walls and Membranes. So, a cell wall is not present in animal cells.	Is S0 true or false?	1
S0: It enters the brain, where it acts on dopamine receptors, stabilizing the chemical instability (your illness). So, addiction affects the dopamine receptors within the brain.	Is S0 true or false?	1
S0: An acid is any chemical that releases hydrogen ions when dissolved in water. So, acids release hydrogen ions, by definition.	Is S0 true or false?	0
S0: A domain is the highest taxon, just above the kingdom. So, a domain is the highest taxon in the classification of living things.	Is S0 true or false?	0
S0: 15) Venus is the only planet that rotates clockwise. So, venus is the only planet that rotates clockwise as viewed from its north pole.	Is S0 true or false?	0
S0: Biological species extinction and biodiversity degradation are irreversible losses to humanity. So, sudden and dramatic losses of biodiversity are called mass extinction.	Is S0 true or false?	1
S0: To measure blood pressure, a device known as a sphygmomanometer and a stethoscope are needed . So, sphygmomanometer is used to measure blood pressure.	Is S0 true or false?	0
S0: But the surface does not affect the sliding friction of a body. So, sliding friction is friction that acts on objects when they are sliding over a surface.	Is S0 true or false?	1
S0: Reactions with oxygen are sometimes referred to as combustion reactions. So, combustion reaction occurs when a substance reacts quickly with oxygen.	Is S0 true or false?	0
S0: The sun is at the center of the solar system. So, the sun is considered the center of the solar system.	Is S0 true or false?	0
S0: Identify and research forces in nature such as gravity, electrical, magnetic forces; So, gravity and magnetism are both common forces.	Is S0 true or false?	1
S0: A hearing aid should prevent loud sounds from becoming uncomfortably loud. So, amplified, it becomes louder happens do the sound during a resonance.	Is S0 true or false?	1
S0: The medium-long coat is non matting with a soft texture like rabbit fur. So, soft describes the texture of a kitten’s fur.	Is S0 true or false?	1
S0: Diffuse reflection occurs when light reflects off a microscopically rough surface. So, when light reflects from a rough surface, it gets diffused.	Is S0 true or false?	0
S0: This process, scientifically known as eutrophication, is caused by the increasing fertility (nutrient content) within the water. So, an excess of fertilizers and other nutrients causes eutrophication to occur.	Is S0 true or false?	0
S0: They use fermentation or other methods of respiration that don't require oxygen. So, fermentation does not use oxygen.	Is S0 true or false?	0
S0: 2.2 Instantaneous Velocity Memorize the definition. So, instantaneous velocity is defined as the velocity of the object at a given moment.	Is S0 true or false?	1
S0: People have to stop polluting the earth. So, people stopped adding lead to gasoline because of environmental pollution.	Is S0 true or false?	1
S0: It lives near mountain streams and is a strong swimmer, often taking to water if in flight. So, streams often start in mountains.	Is S0 true or false?	1
S0: The channels enable potassium ions to cross the cell membrane. So, ion channels facilitate(s) the diffusion of ions across a membrane.	Is S0 true or false?	1
S0: Lacrimal glands located in the superior lateral recesses of each eye secrete the enzyme lysozyme that destroys bacterial cell walls. So, a lysozyme destroys bacteria by digesting their cell walls.	Is S0 true or false?	0
S0: Carbonate minerals are soft and are often colorful. So, carbonate minerals are often found where seas once covered the land.	Is S0 true or false?	1
S0: Sandy soils have large pores and low surface areas, allowing water to drain rapidly. So, this statement best describes sandy soils: sandy soils allow water to drain quickly.	Is S0 true or false?	0
S0: including mudflow, debris flow, and earthflow. So, a sudden flow of mud is called a(n) mudflow.	Is S0 true or false?	1
S0: Functions of basic tissue types and organs as related to structure. So, when different types of tissues work together to perform a unique function, they form organ.	Is S0 true or false?	1
S0: PROTEINS are large, complex molecules consisting of smaller subunits called AMINO ACIDS. So, a protein is an organic compound made up of small molecules called amino acids.	Is S0 true or false?	0
S0: Both results are achieved through precise use of leverage, inertia, gravity, and the action of centrifugal and centripetal forces. So, centrifuges use inertia to perform their task.	Is S0 true or false?	1
S0: The amount of air that snow contains affects its volume (the amount of space it takes up). So, the term volume means the amount of space matter takes up.	Is S0 true or false?	0
S0: question of inquiry in a testable form; So, a fact or question is only considered science if it is testable.	Is S0 true or false?	1
S0: However, they work well on Earth, even though the Earth is rotating, turning around its axis once a day. So, earth rotates on its axis once times in one day.	Is S0 true or false?	0
S0: PIN consists of proliferation of prostatic epithelial cells within preexisting glands. So, cells come from preexisting cells.	Is S0 true or false?	1
S0: The next phase of matter is the gas which has no definite shape, thus shape is determined by the container occupied. So, a gas assumes the shape of its container.	Is S0 true or false?	0
S0: Tsunami's can also be generated by submarine landslides (that may be triggered by earthquakes), or underwater volcanic eruptions. So, a(n) underwater earthquake creates a tsunami.	Is S0 true or false?	0
S0: ocean zones - So, you call the lightless part of the ocean aphotic zone.	Is S0 true or false?	1
S0: So the liquid (oil or any organic compound) cannot conduct electricity. So, ionic compounds best conduct electricity in a liquid state.	Is S0 true or false?	1
S0: Stress and strength can also be measured in megapascals (MPa) or gigapascals (GPa). So, megapascals is the measure of water potential.	Is S0 true or false?	1
S0: Inherited traits are passed through the genes of parents to their children. So, inherited traits are features that are passed from one generation to the next.	Is S0 true or false?	0
S0: Like all other eukaryotes, protists have a nucleus containing their DNA. So, the cells of all protists have a nucleus.	Is S0 true or false?	0
S0: The placenta is the in-utero connection between the mother and the fetus. So, a connection to the placenta is required for a newborn baby to begin breathing.	Is S0 true or false?	1
S0: The carnivore then has to eat many herbivores to get enough energy to grow. So, herbivores is the term for animals that eat producers to get energy.	Is S0 true or false?	1
S0: Sulfur trioxide can be prepared in the laboratory by the two-stage pyrolysis of sodium bisulfate. So, sulfur can combine with oxygen to produce sulfur trioxide.	Is S0 true or false?	1
S0: Examine the images of glucose and cellulose pictured below. So, cellulose is created by the polymerization of glucose.	Is S0 true or false?	1
S0: Carnivores or meat eaters only eat other animals. So, carnivore is the name for a heterotroph that eats only or mainly animal foods.	Is S0 true or false?	0
S0: The lower trophic levels contain primary producers and primary consumers. So, secondary consumers (which eat primary consumers) are considered to be trophic level 3.	Is S0 true or false?	1
S0: endocrine A system of ductless glands secreting hormones into the bloodstream and targeting another organ to produce a response. So, most hormones are produced by the endocrine system.	Is S0 true or false?	0
S0: Iron and the hemoglobin level in pregnancy. So, iron ions are critical for the formation of hemoglobin.	Is S0 true or false?	1
S0: Within these four types are many variants. So, there are four types of bosons.	Is S0 true or false?	1
S0: The innermost protein layer (viral core) is formed by VP2 molecules. So, the innermost layer of the sun is known as the core.	Is S0 true or false?	1
S0: it would have been so small to really be unworkable and cell size could have been revisited early on. So, all cells have the small size in common.	Is S0 true or false?	1
S0: The temperature in the thermosphere generally increases with altitude up to 1000-1500 K. So, as altitude rises, the temperature increases in the thermosphere.	Is S0 true or false?	0
S0: Consisting of more than six thousand species, amphibians are more diverse than mammals and are found on every continent save Antarctica. So, antarctica is the only continent without amphibians.	Is S0 true or false?	0
S0: Sexual reproduction involves two parents, the joining of gametes, and results in genetically variable offspring. So, sexual reproduction involves combining genetic material from two parents to create distinct offspring.	Is S0 true or false?	0
S0: greenhouse gas reductions and energy efficiency; So, geothermal energy energy is clean and does not release greenhouse gases.	Is S0 true or false?	1
S0: To reverse the sort order, click the arrow in the column head again. So, reversible reactions are indicated by opposite-headed kinds of arrows.	Is S0 true or false?	1
S0: Condensation is when clouds form. So, condensation must occur for clouds to form.	Is S0 true or false?	0
S0: observe that moving a magnet in a coiled wire produces a current in the wire; So, alternative current is produced when a magnet or coil moves back and forth repeatedly.	Is S0 true or false?	1
